uri,cid,author_handle,author_name,text,author_data,post_data,embed_data,reply_count,repost_count,like_count,quote_count,indexed_at,in_reply_to,in_reply_root,quotes,tags,mentions,links,langs,labels
at://did:plc:lanvmgthztbuwa3ieqcrzsys/app.bsky.feed.post/3lrqbrld7rs2o,bafyreihtiz3wjlicpzk3lgj4adepcamct56fgzzluj4m3eotw6k3seiqsa,hab3261.bsky.social,Hazel B.   | Meme Resister | Boosting voices that matter,"Danielle Smith says it’s about cost recovery.
But it’s not.
It’s MAGA-flavoured ideology dressed as health policy — cruel, conspiratorial, and destined to cost lives.
Charging for vaccines isn’t savings. It’s sabotage.
#ableg #abhealth #cdnpoli #COVID19",,,,0,3,6,0,2025-06-16T15:20:23Z,NA,NA,NA,,,,,
at://did:plc:znj4lppxrevean47mjt57bcn/app.bsky.feed.post/3lrqbn6vf2c2g,bafyreihduzh2t57r55lrx3bwtokholk3jgcgjp42e377wnfari6vd7q7wy,cpac.ca,CPAC TV,"“Trampling on parliamentary democracy does nothing for unemployed workers. Bulldozing through democratic process does nothing to build our economy,” says Green Party Leader Elizabeth May, reacting to the govt’s efforts to wrap up debate on C-5 by the end of the week.

#cdnpoli",,,,3,11,30,3,2025-06-16T15:17:54Z,NA,NA,NA,,,,,
at://did:plc:px2esgvbnl7ransisaced6wu/app.bsky.feed.post/3lrqbl7hhzc2y,bafyreibd2qy5tg4rfrbsq5edcmir7kmg4yyaisde4hc4mkbus6ysplzkya,stevemilesnet.bsky.social,🟥‬🍁🟥‬𝓢𝓽𝓮𝓿𝓮 𝓜𝓲𝓵𝓮𝓼 𝓝𝓮𝓽🟥‬🍁🟥‬,🚨Ben's take is America is going to war😞 I sincerely hope he's wrong🙏 #𝓢𝓽𝓮𝓿𝓮𝓜𝓲𝓵𝓮𝓼𝓝𝓮𝓽 #America #EightySixFortySeven #Americans #Bluesky #Politics #Resist #Democracy #Resistance #Canadasky #Canada #Canadians #cdnpoli youtu.be/zyYCt8-xegY?...,,,,1,0,1,1,2025-06-16T15:16:48Z,NA,NA,NA,,,,,
at://did:plc:px2esgvbnl7ransisaced6wu/app.bsky.feed.post/3lrqavxwaec27,bafyreifwif5ia43rsqixopy6qczfvtybbhzggaoj3xlzfv74icsg3k3lfi,stevemilesnet.bsky.social,🟥‬🍁🟥‬𝓢𝓽𝓮𝓿𝓮 𝓜𝓲𝓵𝓮𝓼 𝓝𝓮𝓽🟥‬🍁🟥‬,#𝓢𝓽𝓮𝓿𝓮𝓜𝓲𝓵𝓮𝓼𝓝𝓮𝓽 #America #EightySixFortySeven #Americans #Bluesky #Politics #Resist #Democracy #Resistance #Canadasky #Canada #Canadians #cdnpoli youtu.be/0ScsKysPrDI?...,,,,1,2,3,0,2025-06-16T15:04:56Z,NA,NA,NA,,,,,
at://did:plc:7lueeglwmok6fmza7rfsnwpw/app.bsky.feed.post/3lrqat2jipk2w,bafyreidiqmkncebalzxkbp6hnx5zx5dhozhtax623jhowzyggg27dxckte,jennyyeremiy.bsky.social,"Jenny Yeremiy, P. Geoph 🪶🌿🇵🇸🇳🇬🇱🇧🇨🇦","“The [CCS] pilot project pulled just 105 tonnes of CO2 from the air in its first 12 months of operation, a fraction of its projected annual capacity of 36,000 tonnes, according to a report by Iceland’s Heimildin newspaper last month.” ❌
#CCSfail #cdnpoli
1/2
www.nationalobserver.com/2025/06/16/a...",,,,3,8,21,0,2025-06-16T15:03:18Z,NA,NA,NA,,,,,
at://did:plc:nojsdi2vbnqidm37brlyfgta/app.bsky.feed.post/3lrqaktrnwk2r,bafyreihcgyov3wis4poedicyzvskv37c4puotbhcqanqqv67alka4w7phm,hipmum29.bsky.social,hipmum29 🇨🇦,#cdnpoli,,,,0,0,2,0,2025-06-16T14:58:41Z,NA,NA,NA,,,,,
at://did:plc:px2esgvbnl7ransisaced6wu/app.bsky.feed.post/3lrqajpgwvk24,bafyreigryaxu6pxog6e6424zr7lezujopk24dxx6rljsratx4ksyhbspj4,stevemilesnet.bsky.social,🟥‬🍁🟥‬𝓢𝓽𝓮𝓿𝓮 𝓜𝓲𝓵𝓮𝓼 𝓝𝓮𝓽🟥‬🍁🟥‬,"#𝓢𝓽𝓮𝓿𝓮𝓜𝓲𝓵𝓮𝓼𝓝𝓮𝓽 #America #EightySixFortySeven #Americans #Bluesky #Politics #Resist #Democracy #Resistance #Canadasky #Canada #Canadians #cdnpoli 
youtu.be/r3YfPoVpfWQ?...",,,,0,0,1,0,2025-06-16T14:58:04Z,NA,NA,NA,,,,,
at://did:plc:ly26j5p7exctv7c4cdmu6etc/app.bsky.feed.post/3lrqabmjxr22e,bafyreibwl4c2rv7efe5ewskti6nkutzowkfzlnehazt567d7eli5kj4dta,janniemcjanjan.bsky.social,JannieMcJJ,"Well, #GovernorFord 
has had years of experience making backroom deals to sell #Ontario off to the US for years, including putting our most important private information in the hands of the failing Staples chain through Service Ontario counters that he took from small-business owners.
#cdnpoli",,,,0,2,3,0,2025-06-16T14:53:30Z,at://did:plc:3l6h5tayy6vycige2igmorv4/app.bsky.feed.post/3lrptxbtg2c2j,at://did:plc:3l6h5tayy6vycige2igmorv4/app.bsky.feed.post/3lrptxbtg2c2j,NA,,,,,
at://did:plc:fiz4finlmk5qxbpqvp6asspn/app.bsky.feed.post/3lrqab3qjjc2c,bafyreibde2wmgvob76kcb4vy6r5w5hg6wsxp66wxloj5f7odkb3cqsjxaq,optimisticskeptic.bsky.social,Al Brunet 🇨🇦 🇺🇦,"This confirms most opinions about Rebel.
Now, according to those standards and applying them to politics, the Pierre Poilievre's Conservatives should have party status revoked.
#cdnpoli",,,,0,1,3,0,2025-06-16T14:53:13Z,NA,NA,at://did:plc:lar2o6mnnvln22w6kgnpifli/app.bsky.feed.post/3lroqt3eglc24,,,,,
at://did:plc:yiykf4gzuc7ofsnvmdmee5kz/app.bsky.feed.post/3lrqa7h67js2a,bafyreif2virzzhx2ailz43ar5zkxqmot4h4dgm7zclth5zmmyfgqsuihq4,hope50.bsky.social,,Peter who? #cdnpoli,,,,0,1,3,0,2025-06-16T14:52:22Z,at://did:plc:gdenazrunk7nndzvy37i757g/app.bsky.feed.post/3lrq7qvptg22w,at://did:plc:gdenazrunk7nndzvy37i757g/app.bsky.feed.post/3lrq7qvptg22w,NA,,,,,
at://did:plc:hxcxag3apoqmi5kcecebbxbm/app.bsky.feed.post/3lrqa3tis7s2y,bafyreiauu243ifllz2whm6wnagl2blsgcuj4ud46joxqmkksjoilb5ler4,thoughtsnations.bsky.social,Blackfoot Niitsítapi 🪶🇨🇦🇺🇸🏳️‍🌈🏳️‍⚧️💙🌎🐝,I hope this wasn’t just a photo op. 🪶🙌🏽 #G7 #HonourTheTreaties #cdnpoli,,,,1,3,12,0,2025-06-16T14:50:18Z,NA,NA,NA,,,,,
at://did:plc:tnbl4ywsro47zks34x6we4mk/app.bsky.feed.post/3lrq7zsbahk2m,bafyreieqlzljzy2idsruk44vyyqmdkn4f5sllb72psyv6k6bfudhvawcwe,mitchellab.bsky.social,Deirdre Mitchell-MacLean,"“Albertans, and indeed all Canadians, must remain vigilant as this experiment with direct democracy unfolds in the disinformation age.”
#alberta #abpoli #cdnpoli
www.theglobeandmail.com/opinion/arti...",,,,1,23,46,2,2025-06-16T14:49:13Z,NA,NA,NA,,,,,
at://did:plc:gowvqmwlhl6g22icvw6nysxm/app.bsky.feed.post/3lrq7yg4ocs2j,bafyreiayixghfyhsjki6ldrsvxoejp47jyjipxo5k4xmjjcquiyjmzdg2e,futureproof25.bsky.social,FutureProofCanada🇨🇦🇨🇦,"Q: Why is Trump, a convicted felon, allowed to visit Canada since U.S. citizens recently convicted of felonies are prohibited from entering the country? A: #Canada has a diplomatic order to grant immunity and special privileges to the felon. #felon47 #cdnpoli #abpoli www.cbc.ca/news/politic...",,,,1,0,1,0,2025-06-16T14:48:23Z,NA,NA,NA,,,,,
at://did:plc:7tvzvynel7wl6onpvttzeyrd/app.bsky.feed.post/3lrq7nawcqm2y,bafyreidneymezggdsng757ibvj2kjhbobkuof742roaqyzbd3ttxceeacy,joelmacleod.bsky.social,Joel MacLeod,"905er Extra Minutes - A Rebellion in Liberal Circles?

**Exclusive for supporters**

#the905 #onpoli #cdnpoli #podcast",,,,0,0,2,0,2025-06-16T14:42:07Z,NA,NA,NA,,,,,
at://did:plc:iahmcptb42wyye6wz275lnq3/app.bsky.feed.post/3lrq7n6z57r22,bafyreiaunk4m5gudvwplzqmcgke5uxunxc3absl2u452jv6n5yz7i6fpba,the905er.bsky.social,The 905er,"905er Extra Minutes - A Rebellion in Liberal Circles?

**Exclusive for supporters**

#the905 #onpoli #cdnpoli #podcast",,,,0,0,2,0,2025-06-16T14:42:05Z,NA,NA,NA,,,,,
at://did:plc:2afwbonvqumpbiksfxrddtfy/app.bsky.feed.post/3lrq7ilu6cc2b,bafyreia2hwero52e3yljl45ewtv4iiwbeheopxni665j6mq4ajph5erm3a,blackpanther25.bsky.social,Black Panther🍁🦫🇨🇦,"When will the next 'No Kings"" events take place❓

#NoKings🚫👑
#StopFascism
G7 
#cdnpoli",,,,0,0,0,0,2025-06-16T14:39:34Z,NA,NA,NA,,,,,
at://did:plc:untehckw7zfxotntwflrwz2v/app.bsky.feed.post/3lrq7fuwjm22e,bafyreihlkqelfxrdkqq7ooa6cem6nxdytygotqbdwd3mqj62yrjw5j43ou,unpubmedia.bsky.social,Unpublished.ca,"Hmmm… 
#MarkCarney doesn’t win 2 months ago without the support of #environmentalists and the #indigenous community in #Canada. This is an unnecessary betrayal when these people only ask to be included in the decision making process as per the law > rabble.ca/politics/can... #C5 #cdnpoli #cdnnews",,,,2,5,5,0,2025-06-16T14:38:08Z,NA,NA,NA,,,,,
at://did:plc:lyvztfv2xp5su33ype2ddqgk/app.bsky.feed.post/3lrq7bynzkk2r,bafyreiftcgt5jrl4vpiqdvqtooie2hlxdukxjpx7cx6xqk3rux7yomop5a,bibliophile99.bsky.social,Serena,#cdnpoli #g7,,,,0,1,2,0,2025-06-16T14:35:49Z,NA,NA,at://did:plc:w5pxbmkjntxfw6mt4emennhv/app.bsky.feed.post/3lrq76gup3s2d,,,,,
at://did:plc:axedgvwqzfkji55rgx2ybzvz/app.bsky.feed.post/3lrq7b3ula22j,bafyreihkeijcqq5n2yqwu3in2xsqp3wul6mg44m6caivf5jsat6pp5ytwi,antigentri.bsky.social,,"#cdnpoli
So, big cities grew into agglomerations of unaffordability & higher social costs where, for instance, development charges ROSE with growth but somehow the next tier of cities miraculously will be able to stay out of this same diseconomies of scale trap as they grow in size... got it! 🫤🤨🤣",,,,0,0,0,0,2025-06-16T14:35:20Z,at://did:plc:y3xrmnwvkvsq4tqcsgwch4na/app.bsky.feed.post/3lrpstvfge325,at://did:plc:y3xrmnwvkvsq4tqcsgwch4na/app.bsky.feed.post/3lrpstvfge325,NA,,,,,
at://did:plc:yrkgvxcgn73i7co45vxm6qaa/app.bsky.feed.post/3lrq77c4gm22c,bafyreienxgzktb5ibrjure4kzqveafao24xl22xnv7nbarzoooicdzeiw4,pattythille.bsky.social,Patty Thille,"Less than 1% of Rebel News content meets the legal bar for ""news"", from a 3 week period that Rebel News itself selected for review by the Federal Court. 

Finally! #cdnpoli",,,,0,2,4,0,2025-06-16T14:34:17Z,NA,NA,at://did:plc:imqlxs27qiy2ao73higpmnbx/app.bsky.feed.post/3lrjf26eoek2d,,,,,
at://did:plc:xqypfpkeviltzo4ebc2shcxu/app.bsky.feed.post/3lrq75pk3ik2i,bafyreia7abtcpr24h5wuz24p2wsyloyxdnsmqqaidnz2g7sfa556kvweyy,robinpensnonsense.bsky.social,Robin Pens Nonsense #UseAltText 🇨🇦🏳️‍🌈🏳️‍⚧️🇺🇦🇵🇸,"How a bill becomes a law.

#CdnPoli
#Canada",,,,0,0,1,0,2025-06-16T14:33:26Z,NA,NA,at://did:plc:6lf4mqeuilmro75uc6jy72dd/app.bsky.feed.post/3lrpyhozhpc24,,,,,
at://did:plc:ggfyzhhunmx7gkinazgpbsgt/app.bsky.feed.post/3lrq75eliqk2o,bafyreifncklirfqtx36csf6nbq2rgipshm642zlcte427setgeukfavupm,stubblejumper.bsky.social,Stubblejumper,"To honour Canada’s hosting of the G7. 🤌
#cdnpoli",,,,0,1,3,0,2025-06-16T14:33:17Z,NA,NA,NA,,,,,
at://did:plc:rjtfy5elnyyrlwsalxxdt7r2/app.bsky.feed.post/3lrq754vycc2h,bafyreicl5z4e5ihcbox26n3gz6pv3th3opwucngubk7zx4thfvsqenjxzu,zedohee.bsky.social,zedohee,Thought 💭 for the day… #cdnpoli,,,,0,1,3,0,2025-06-16T14:33:08Z,NA,NA,NA,,,,,
at://did:plc:yiykf4gzuc7ofsnvmdmee5kz/app.bsky.feed.post/3lrq74lay7s2a,bafyreiftknirbr7d43xhakyz7cuthvtfumigx5r5lmiemabqemtkopinwm,hope50.bsky.social,,"Marlaina Smith has abandoned Alberta because she doesn't know how to lead. She only knows how to take orders. My guess is her older husband is holding her reigns....she can only commit Democide - how else would she get her own radio platform - U.S. oligarch media
#cdnpoli #abpoli",,,,0,2,3,0,2025-06-16T14:32:52Z,at://did:plc:2pondrlrs5xlg5astgfpm6i5/app.bsky.feed.post/3lrq56ne7es2g,at://did:plc:2pondrlrs5xlg5astgfpm6i5/app.bsky.feed.post/3lrq56ne7es2g,NA,,,,,
at://did:plc:4jhds6khpgmfkova5vetcm5h/app.bsky.feed.post/3lrq73clzec2a,bafyreid7rk7ix2ti7w42vcpqmjqiiokreakw67cq77ov635xixp3connfi,drunkondespair.bsky.social,SeanH,"Just now the genocide regime fired on the civilians they're starving with tanks. 
#Genocide7 #G7 #cdnpoli",,,,0,0,0,0,2025-06-16T14:32:04Z,at://did:plc:4jhds6khpgmfkova5vetcm5h/app.bsky.feed.post/3lrq6o2wjjc2a,at://did:plc:4jhds6khpgmfkova5vetcm5h/app.bsky.feed.post/3lrq6o2wjjc2a,NA,,,,,
at://did:plc:xn24jnxydsxek63luczzlb3v/app.bsky.feed.post/3lrq6tordss2e,bafyreia462uk47cnvbrlbo6tkqqv6f2mlguucsyf5t3ulc3c6fwbcy553q,bhoskin.bsky.social,Canadian First Eh - @bfh,The public is never wrong.  Most Canadians think Poilievre is a dick. #cdnpoli #NeverPoilievre #IAmCanadian,,,,1,5,10,0,2025-06-16T14:27:50Z,NA,NA,at://did:plc:ilsocio3nza4nkxkh5glyxo6/app.bsky.feed.post/3lrpq3ki35c26,,,,,
at://did:plc:3a3qhpdvjjqjmgbqinj5hp6i/app.bsky.feed.post/3lrq6rulcu223,bafyreifuwngd6w2cohidvqnzx4qfhycdvj54qc4rgjqlti5mcz3j7655ka,johnredins.bsky.social,John Redins,@mark-carney.bsky.social and the premiers are looking at bringing down trade barriers. How about the provincial barriers people with disabilities have daily such as different definitions of what is a disability and clawbacks?  #cdnpoli,,,,0,0,0,0,2025-06-16T14:26:49Z,NA,NA,NA,,,,,
at://did:plc:deej5pakczvmljahhvrridlp/app.bsky.feed.post/3lrq6r4vnqc2m,bafyreigmetjyw3ymgpacnpe5hvojlb3dtwx3lxza5hhpxgbzrilmdwsite,pat112.bsky.social,Pat,"Canadian Schools are not noted for  free speech or natural justice as she is censored, judged and found guilty of not supporting Israeli Genocide  with no trial or chance to defend herself.

This is what systemic bias and racism against Palestinians, due to undue Israeli influence,   does #Cdnpoli",,,,0,0,0,0,2025-06-16T14:26:25Z,at://did:plc:zwnaxzmovtbdbrob6jlg2nmv/app.bsky.feed.post/3lrpzzwa2ys27,at://did:plc:zwnaxzmovtbdbrob6jlg2nmv/app.bsky.feed.post/3lrpzzwa2ys27,NA,,,,,
at://did:plc:2afwbonvqumpbiksfxrddtfy/app.bsky.feed.post/3lrq6oxzng22a,bafyreieyw7hugodfwxn6q2wa7ctyzrhnn27smlytxdeq7oebgkidqnmgoy,blackpanther25.bsky.social,Black Panther🍁🦫🇨🇦,"𝗧𝗔𝗖𝗢 🌮𝗛𝗮𝘁𝘀 𝗙𝗼𝗿 𝗦𝗮𝗹𝗲❗
Get the latest MAGA fashion statement for only $129.47.

Be the first in your MAGA  neighbourhood to own one of these priceless collector items.

Guaranteed to be made in China.
*𝑰𝒕 𝒄𝒐𝒎𝒆𝒔 𝒘𝒊𝒕𝒉 𝒂𝒏 𝒂𝒖𝒕𝒐𝒈𝒓𝒂𝒑𝒉𝒆𝒅 𝑹𝒖𝒔𝒔𝒊𝒂𝒏 𝒇𝒍𝒂𝒈!

G7

#cdnpoli",,,,0,0,0,0,2025-06-16T14:25:14Z,NA,NA,NA,,,,,
at://did:plc:4jhds6khpgmfkova5vetcm5h/app.bsky.feed.post/3lrq6o2wjjc2a,bafyreifro4d2r25ug3ssbhzngnq62vo3qpepvbsuvbxk76kaxomojvvgxq,drunkondespair.bsky.social,SeanH,"The West's enfant terrible continues to starve Palestinians and bait them with aid to massacres. I'm sure they'll have plenty to say about human rights in China.
#Genocide7 #G7 #cdnpoli",,,,2,1,1,0,2025-06-16T14:24:40Z,NA,NA,at://did:plc:vovinwhtulbsx4mwfw26r5ni/app.bsky.feed.post/3lrop7slkz52c,,,,,
at://did:plc:4xqt7t2zph634drigtdxdmro/app.bsky.feed.post/3lrq6nmav722x,bafyreigj4zvpvry5pbfvwmtpq4jq5muczxcmmhfq36gsrykd2j4yk2spk4,journodale.bsky.social,Dale Smith,"ICYMI, my @xtramagazine.com column: Alberta's attack on books is another page out of the authoritarian playbook #canqueer #cdnpoli 
For commenters, this column is less about Danielle Smith and more about Senator Miville-Dechêne being a useful idiot for the far right.",,,,1,25,45,0,2025-06-16T14:24:27Z,NA,NA,NA,,,,,
at://did:plc:gva6uzmzlyxlecg7jlzozzfs/app.bsky.feed.post/3lrq6mvprys2z,bafyreiabsb3fzn4vz7jncwibevpn5vks4taktileqqeuchs2zzliotai5q,jamiemackinnon.bsky.social,Jamie MacKinnon,"@hilltimes.com www.hilltimes.com/story/2025/0...

Prickly Poilievre 
- promised to kill the CBC
- voted against aid to Ukraine
- demeaned and trashed (""broken"") Canada
- and vowed to trample Charter rights.

Now he's ""trying to figure this thing [election outcome] out .”

#cdnpoli
#poilievre",,,,0,3,7,1,2025-06-16T14:24:04Z,NA,NA,NA,,,,,
at://did:plc:xzgwn3nornr6v6cdd2fqsdru/app.bsky.feed.post/3lrq6ju6eb22e,bafyreifn7sl4352vu7rrj7y7ztdufes7whak4wxpyqxuepdtlefyosmkkm,mikemontreal.bsky.social,Montreal Mike🇨🇦,"Sir Wilfrid Laurier
Robert Borden
Mackenzie King
Brian Mulroney 

What do these PMs have in common?

Spoiler: 
It’s not good.  Not at all. 
#cdnpoli #uspoli #podcast

open.spotify.com/episode/6v1s...",,,,0,6,15,0,2025-06-16T14:22:20Z,NA,NA,NA,,,,,
at://did:plc:6kec5wlsnj32vp2yoixyk3pb/app.bsky.feed.post/3lrq6jtevsk2i,bafyreiacfiomd3ocpwuouy35edm6cvv7cehsf2z2qa77qjpvqirtgpoyqi,jeanrayburn.bsky.social,Jean Rayburn 🇨🇦,"What a loser, wearing that tacky ball cap to meet with other world leaders.  I guess 'disrespectful' is probably one of his less repugnant attributes.

#uspoli #cdnpoli #cmoncholesterol",,,,1,0,1,0,2025-06-16T14:22:19Z,NA,NA,at://did:plc:5rwvsxtue7vrswdrjr2jfxx6/app.bsky.feed.post/3lrq5uuhvyk2w,,,,,
at://did:plc:dpu6442itn35fdayujb3ehs5/app.bsky.feed.post/3lrq6fzfbos52,bafyreid5cxsfcanranzkl737dzc36lmglwldxm3lxl6xubrerda7fwhg6i,Crispius.infosec.exchange.ap.brid.gy,*|FNAME|* 🇨🇦,"All the best to PM Carney. I couldn’t stand to be in the same room with that orange buffoon for even a minute, let alone to try and have a productive conversation.

#CDNPoli
https://flipboard.com/@cbcnews/ottawa-dpigmqdrz/-/a-FdqK6tQ4ReiTrLq9XBthng%3Aa%3A107108217-%2F0",,,,0,0,0,0,2025-06-16T14:20:24Z,NA,NA,NA,,,,,
at://did:plc:4jhds6khpgmfkova5vetcm5h/app.bsky.feed.post/3lrq6ffmdv22a,bafyreicxrli23npyrpnzt6ivwt6e6n7a5mci64ml6xn4ulxgnbkwi75rju,drunkondespair.bsky.social,SeanH,"Does the #Genocide7 farce begin today, where rich nations complicit in genocide and war lecture others on human rights and law?

#G7 #Nato #EU #cdnpoli",,,,0,0,0,0,2025-06-16T14:19:49Z,NA,NA,NA,,,,,
at://did:plc:yvf6aczzjmcu5xyf4oomtnv6/app.bsky.feed.post/3lrq6a6m67k2l,bafyreidecth6a3t6yn3q6hdxfgko2otnrtfwai6kdnra6v2xxy4igxpt6y,howardbreen.bsky.social,Howard Breen He/Him,"The Worse It Gets, The Worse It Gets: Blame Petro-Fascism #Cdnpoli #ClimateAlert www.washingtonpost.com/weather/2025...",,,,0,1,2,0,2025-06-16T14:16:55Z,NA,NA,NA,,,,,
at://did:plc:h2spa3l463coxycuy6iiov2l/app.bsky.feed.post/3lrq5ziqm322q,bafyreihbgvrdlda3xewh73tx47ngzwe4wq2zi5cqeqwjkwocdx7i2ddmjy,shewandersferal.bsky.social,Allison Moon 🌙  🍁,"we #Canadians have #TheAnswer for #Nazis:

#BootToTheHead 🥾 #TiKwanLeap!

#CANpoli 🍁 #CDNpoli
#CanadaSky 🌌",,,,0,0,0,2,2025-06-16T14:13:14Z,at://did:plc:natqvtvilme7witzckvmlrvr/app.bsky.feed.post/3lrq4y7sc7k2l,at://did:plc:xzlvsk4ty7ecwigbjpxah6yb/app.bsky.feed.post/3lrq4trhzgr26,NA,,,,,
at://did:plc:xn24jnxydsxek63luczzlb3v/app.bsky.feed.post/3lrq5xbgjpc2e,bafyreietmlcofo6m4yivz5saveiyl6fvg2vgfzv4vaayoqdzrx3jjzsjyi,bhoskin.bsky.social,Canadian First Eh - @bfh,Let me guess:  all 9% live in Alberta  #cdnpoli #NoKings #USDemocracy #abpoli,,,,0,2,7,0,2025-06-16T14:12:00Z,NA,NA,NA,,,,,
at://did:plc:3zzqxdly4vzfpdwu37kwo2o2/app.bsky.feed.post/3lrq5vt4yjk2d,bafyreieydmin4d3g2j3n3447sieh4yzlnshyhewf6gwybcygsftlb2gagm,free-or-best-offer.bsky.social,🫠,"Not satisfied with the NDP's poor election showing, Singh tries to be an even bigger loser by supporting Drake #CDNpoli",,,,0,0,1,0,2025-06-16T14:11:06Z,NA,NA,NA,,,,,
at://did:plc:5rwvsxtue7vrswdrjr2jfxx6/app.bsky.feed.post/3lrq5uuhvyk2w,bafyreicpdhk5dbuxxxfjj2jsctlqcjkwtxqksgt6w7zzpx2gsbit3otzoa,opheodrys.bsky.social,Opheodrys 🇨🇦 🍁,Trump arrives in Canada looking like a dissolute drunk picking his way gingerly down the steps of a flophouse. #uspoli #cdnpoli #ishedeadyet,,,,1,2,7,1,2025-06-16T14:10:36Z,NA,NA,NA,,,,,
at://did:plc:mjihkm463bp6gdgzvhum6n37/app.bsky.feed.post/3lrq5uiph4k2a,bafyreicovcs7i3lseklmuyz7cwy5ksw4sif5ouesfkmcnda52plch6hmwu,linabee.bsky.social,Lina Bee,"#onpoli #cdnpoli #opiodepidemic #addiction
www.cbc.ca/news/canada/...",,,,0,0,0,0,2025-06-16T14:10:24Z,NA,NA,NA,,,,,
at://did:plc:yhmzq65d53xghypkkkvgu3i4/app.bsky.feed.post/3lrq5t3qsyc2j,bafyreibh4s5iadsnfifbkcnwne2rkl3l2vzg6e7abge4i3nksophrq6zsy,reganboychuk.bsky.social,,"CORRECTION:

Unites States & 3 of its colonies: Canada (#18August1940) + Australia (#11November1975) + Norway (#3June2022) 'are responsible for nearly 70% of projected new #oilandgas expansion 2025-35... it'd lock in #ClimateChaos + #AnUnlivableFuture'

#ableg #abpoli #cdnpoli
#OgdensburgTreaty",,,,1,1,2,0,2025-06-16T14:09:37Z,NA,NA,at://did:plc:bwyhyqacz4mauhoknvhietqh/app.bsky.feed.post/3lrpk7qphac2m,,,,,
at://did:plc:unehn5hkpucnjhhqjop6xbuq/app.bsky.feed.post/3lrq5qtyogc2m,bafyreicdzysjalnbu5fjujkghv46myewbibhptprehrdfx3ea3mnvxx4te,brit-out-of-water.bsky.social,Invictus,"Trump landed in Canada for the G7 summit.

I wondered what that smell was.  Ego, hairspray, and pending indictments.

Border security really dropped the ball on this one.
#G7 #cdnpoli #ElbowsUp #MAGAinvasion #smellslikeshit",,,,12,9,41,1,2025-06-16T14:08:25Z,NA,NA,NA,,,,,
at://did:plc:4euncr44a5aflpbcbjhvjvdo/app.bsky.feed.post/3lrq5ov452k23,bafyreifk3gqfjx2wut3z3hbles55ppa4rz2bm7owjciiiin3ueps7m2dle,sarobertson.bsky.social,Scott Robertson,"🇨🇦Canada launches ""Canada Strong Pass"" for summer '25

June 20-Sept 2:
- FREE national parks, historic sites & marine areas
- 25% off camping fees
- FREE VIA Rail for kids under 17
- 25% off rail for 18-24 year-olds
- FREE museum admission for kids under 17
- 50% off museums for young adults
#cdnpoli",,,,0,1,2,0,2025-06-16T14:07:16Z,NA,NA,NA,,,,,
at://did:plc:xzgwn3nornr6v6cdd2fqsdru/app.bsky.feed.post/3lrq5mywgyc2e,bafyreigsso2yggb45nwrpddegzyyqbwn36fyto3xt5uvxrqstlqnchocdu,mikemontreal.bsky.social,Montreal Mike🇨🇦,"If you listen to the latest episode of my podcast, you will never look at most of our Canadian money the same ever again. 

#cdnpoli #uspoli #podcast #cdnmedia",,,,0,2,7,0,2025-06-16T14:06:11Z,NA,NA,NA,,,,,
at://did:plc:deej5pakczvmljahhvrridlp/app.bsky.feed.post/3lrq5joccj22m,bafyreie5tdz333st65npxedhb752kwsevppyh4noxs3khicvxiwkh4ps24,pat112.bsky.social,Pat,"Measles is surging in Alberta. Which vaccine-preventable disease could be next?

You elect a MAGA disease you get a plague 

#Cdnpoli #Abpoli 

www.cbc.ca/news/canada/...",,,,0,1,3,0,2025-06-16T14:04:23Z,NA,NA,NA,,,,,
at://did:plc:lyvztfv2xp5su33ype2ddqgk/app.bsky.feed.post/3lrq5ht5rxk2i,bafyreibcb5m5zsmv5ilm2ljgjhvzzh7fexx7dowju5ykrxhezr6acksjtq,bibliophile99.bsky.social,Serena,#cdnpoli #g7,,,,0,1,3,0,2025-06-16T14:03:18Z,NA,NA,at://did:plc:3l6h5tayy6vycige2igmorv4/app.bsky.feed.post/3lrol6ufkj222,,,,,
at://did:plc:scijaby6du6jgxawtsawmsqo/app.bsky.feed.post/3lrq5h4g6r22j,bafyreiaodxgtitjvv4lo6cqpvaecejwgs7fwxb4cm5lotzmgjgbiex36y4,infiniteworlds.bsky.social,4 Seasons Total Landscaping,"#abpoli #ableg #cdnpoli 
#UnitedCorruptionParty
Gotta cover all the losses in the #tylenot and #csf fiasco somehow! 🤷‍♀️",,,,1,1,4,0,2025-06-16T14:02:54Z,NA,NA,at://did:plc:o7ljsko4daahemvfpwwjechw/app.bsky.feed.post/3lro4y52yyc2b,,,,,
at://did:plc:deej5pakczvmljahhvrridlp/app.bsky.feed.post/3lrq5glavmc2m,bafyreig7dq2rrw7rktcerwib2yodswzzb47dcfko6fvsluzetz64qpsowy,pat112.bsky.social,Pat,"Valedictorian told to stay home after making pro-Palestinian remarks in grad speech

The racism and hate against Palestinians by Canadian schools and the  quashing of truth and free speech  that enables war crimes and genocide in Gaza has to stop .

#Cdnpoli #Onpoli 
www.cbc.ca/news/canada/...",,,,0,1,1,0,2025-06-16T14:02:39Z,NA,NA,NA,,,,,
