uri,cid,author_handle,author_name,text,author_data,post_data,embed_data,reply_count,repost_count,like_count,quote_count,indexed_at,in_reply_to,in_reply_root,quotes,tags,mentions,links,langs,labels
at://did:plc:4ownlsrdmnvwgzmcdi2bof6s/app.bsky.feed.post/3lrtmepcods2l,bafyreifur3tcbp5uacoet57ywby7vju2afwclwofkd5npsegid4jg4spsi,peipolitical.bsky.social,PEIPolitical 🇨🇦,"Premier Ford says he almost had a car stolen from his Etobicoke home last night. He says “Four thugs come racing down my street, masks on, ready to take the car out of the driveway” he says his OPP detail stopped the theft. #cdnpoli",,,,1,0,2,0,2025-06-17T23:08:00Z,NA,NA,NA,,,,,
at://did:plc:xzgwn3nornr6v6cdd2fqsdru/app.bsky.feed.post/3lrtmciflyk2p,bafyreiao7jbkynte7m4lj6dz66or27xzvd63s6xefc4w7u5wg2ezciai2q,mikemontreal.bsky.social,Montreal Mike🇨🇦,"As someone who has had severe allergic attacks I can tell you it’s terrifying to go through. 

However I feel about Noem’s actions and words, I wish her a speedy recovery. 

#uspoli #cdnpoli",,,,0,0,0,0,2025-06-17T23:06:44Z,NA,NA,NA,,,,,
at://did:plc:mwagtmvsxuqlgte5iqk3fndm/app.bsky.feed.post/3lrtm3y5aa22t,bafyreicchizm6egojqt3436zayvemd4alz2m4h6sqpztchd7pmhyfpcsci,lalegault.bsky.social,LA Legault 🍁,"Sending this around again so you can follow the work our lawmakers are doing: #cdnpoli 

bsky.app/profile/did:...",,,,0,4,5,0,2025-06-17T23:03:06Z,NA,NA,at://did:plc:mwagtmvsxuqlgte5iqk3fndm/app.bsky.graph.list/3lb6bewcklu2i,,,,,
at://did:plc:xzgwn3nornr6v6cdd2fqsdru/app.bsky.feed.post/3lrtlyz3szs2p,bafyreifvzwqs3ubwi6dzh54dunqqwbstkoskmc6r2f2pfozfdmgu52lfdm,mikemontreal.bsky.social,Montreal Mike🇨🇦,"Amazing how smooth the G7 runs when Trump isn’t there, eh?

#cdnpoli #uspoli #g7",,,,1,1,5,0,2025-06-17T23:01:26Z,NA,NA,NA,,,,,
at://did:plc:vxrgewbtpz7qkupi5ufy77qq/app.bsky.feed.post/3lrtlqwrhls24,bafyreifbap4vqais5fxviisryhzq2sc74wrabphvj7e4x5xmlnrda35k6q,asytsema.bsky.social,"Taking Alberta Forward, We Stand With Canada🍁","Universal Public Healthcare is a Human Right in #Canada, it's not for our #Conservative Premiers to destroy in their pursuit of #Power and #Greed. #ableg #abpoli #cdnpoli #cdnpolitics",,,,0,0,1,0,2025-06-17T22:56:59Z,at://did:plc:vxrgewbtpz7qkupi5ufy77qq/app.bsky.feed.post/3lrtlovodgs24,at://did:plc:vxrgewbtpz7qkupi5ufy77qq/app.bsky.feed.post/3lrtlovodgs24,NA,,,,,
at://did:plc:bwnpn6d4ewofwpy56xooo3kb/app.bsky.feed.post/3lrtlqp37pk2q,bafyreiduvggpki2hbwrhhdzbpxzd52ml26eq2rptz353autvrdoloptu2u,stevev68.bsky.social,Steve Valeriote,Someone exposed her to empathy.  #cdnpoli #uspoli,,,,0,0,1,0,2025-06-17T22:56:47Z,NA,NA,at://did:plc:urrjvjmc7sowchg3ph322pbr/app.bsky.feed.post/3lrtldjqz2c2u,,,,,
at://did:plc:54e5yjwti3paq4wmvgvwbhcp/app.bsky.feed.post/3lrtlq5kak22x,bafyreidzypvntn5vay2evnau7aanttbamjelq6np2o6qbbb54l3a25q2b4,lisawedmann.bsky.social,Lisa,"Carney & Ford are doing great work. #onpoli #cdnpoli

www.thestar.com/politics/fed...",,,,0,0,0,0,2025-06-17T22:56:30Z,NA,NA,NA,,,,,
at://did:plc:istu2catmtwuynu7jlh6buzl/app.bsky.feed.post/3lrtlophyr22x,bafyreig4zyoeto4texoj7i6gwiuiglqdrfbvwxe3xijihsqzvx3agaicda,elcanaco.bsky.social,elcanaco.bsky.social,"Food for thought.

#ElbowsUp #cdnpoli #EU #G7",,,,0,0,1,0,2025-06-17T22:55:59Z,NA,NA,NA,,,,,
at://did:plc:ojmbkta5v4dxvsxcn5uhssar/app.bsky.feed.post/3lrtlo6l27k2m,bafyreigqz7navt6mabxpbvplkdjr4pj2utmv4ofxevqoegwy2xm5k2cszy,ayan604.bsky.social,Andy Yan,"We (#Vancouver) are Number 10!

#vanpoli #bcpoli #cdnpoli #vanre 

edition.cnn.com/2025/06/16/t...",,,,0,1,0,0,2025-06-17T22:55:26Z,NA,NA,NA,,,,,
at://did:plc:aluhvhowyayoyhqeu2hxinwh/app.bsky.feed.post/3lrtljhtqj222,bafyreibzdxxwtqiqp5umi3apnzd3iyimn2q3qc7mqr6klkrqoazqckskq4,stephenlautens.bsky.social,Stephen Lautens,How many times and ways can we say no? #cdnpoli www.thestar.com/politics/fed...,,,,4,7,12,1,2025-06-17T22:52:46Z,NA,NA,NA,,,,,
at://did:plc:oqxoq7btbkztewuzmallzuvo/app.bsky.feed.post/3lrtlhfwfic2w,bafyreigox4kemhyhyg6xiuupkla2okqqvpoy4nssf3rfgbsrn3wa2wu6su,lukaszukab.bsky.social,Hon. Thomas A. Lukaszuk,"Mr. Kurek, resigning a seat and trashing thousands of votes for which you campaigned few weeks ago, is an insult to democracy, to voters, and to volunteers who helped you.

This opportunistic by-election will cost Canadians $1.7 million.

#cdnpoli",,,,6,11,17,0,2025-06-17T22:51:36Z,NA,NA,at://did:plc:ajrunnlacaaby6boacgirkrr/app.bsky.feed.post/3lrt33k3jmc2j,,,,,
at://did:plc:7lk2ea67pioh2e7tqj5n7whh/app.bsky.feed.post/3lrtlh3rrs22o,bafyreicczeszzu5wo2hpbwsl3knhmthbov32ex54dog373u5m6eg24oxfe,samspade1941.bsky.social,Samuel Spade,"More deception from Nyet-a-nyahu.

#uspol #cdnpoli #ukpol #auspol

youtu.be/Mzmtdwsef8s?...",,,,0,0,1,0,2025-06-17T22:51:26Z,NA,NA,NA,,,,,
at://did:plc:qw3vbca4ljeby4kznfrn6vlk/app.bsky.feed.post/3lrtlgygozs2t,bafyreidprtmue2oln24nbzku3mkwuzdtkeyoqcawincs4qiy7pp56qdstu,nativecalgarian.bsky.social,Native Calgarian 🪶🧡>🇨🇦,reforms.” ottawacitizen.com/public-servi... @davidpugliese.bsky.social #military #cdnpoli #harmreduction,,,,0,2,1,0,2025-06-17T22:51:23Z,at://did:plc:qw3vbca4ljeby4kznfrn6vlk/app.bsky.feed.post/3lrtlgyg7fs2t,at://did:plc:qw3vbca4ljeby4kznfrn6vlk/app.bsky.feed.post/3lrtlgyg7fs2t,NA,,,,,
at://did:plc:aluhvhowyayoyhqeu2hxinwh/app.bsky.feed.post/3lrtlfdewvs22,bafyreigx7k4mzycxivsqgn5tfymrgx7zfltxb7t36iby34b4ouyoixfpim,stephenlautens.bsky.social,Stephen Lautens,"It would be supremely ironic if Poilievre wins his very rural Alberta seat in the by-election, but then loses the leadership review, making him a mere MP having to do the constituency work he hates in rural Alberta for the next 4 years. #cdnpoli  www.thestar.com/news/canada/...",,,,5,8,23,1,2025-06-17T22:50:28Z,NA,NA,NA,,,,,
at://did:plc:z7fq5sb3thfww72ndrnpuivv/app.bsky.feed.post/3lrtlb3i6qs26,bafyreibff57lbtlmsfn54qtevavpyx53vik7vchhhpna4lxxzxkw2rjuyi,thebullypulpit.bsky.social,The Bully Pulpit 🇨🇦,"#Canada #Carney #G7: You seeing this? Tar Sand Crude's among the most expensive to extract, so tell me: WHY ARE WE CONSIDERING MORE PIPELINES?   

The argument is ""for economic sovereignty"". This does not look like that to me & IT FRAMES THE GREEN TRANSITION AS AN ECONOMIC LIABILITY #CdnPoli #AbPoli",,,,0,0,0,0,2025-06-17T22:48:04Z,NA,NA,at://did:plc:wfuybzxgaqfpzfn242rvexzb/app.bsky.feed.post/3lrs5xk4ued2y,,,,,
at://did:plc:7lk2ea67pioh2e7tqj5n7whh/app.bsky.feed.post/3lrtlapcc6s2o,bafyreifmnotqfeht6tl62xbfbidj3w7ffthdjr2oeujtmiisci6tjuuney,samspade1941.bsky.social,Samuel Spade,"Ah Nyet-a-nyahu.

So many memories of his lying.

#uspol #cdnpoli #ukpol #auspol

youtube.com/shorts/33vOB...",,,,0,0,0,0,2025-06-17T22:47:53Z,NA,NA,NA,,,,,
at://did:plc:4ownlsrdmnvwgzmcdi2bof6s/app.bsky.feed.post/3lrtl7a4esk2m,bafyreie54ikwmuhsyu5l3kbmiq6yowmaqtnkwy23ssuwlskjazwd77hmp4,peipolitical.bsky.social,PEIPolitical 🇨🇦,"Germany's Merz pushes back on Trump calling for Russia's G7 return
""We are not sitting here in this format with warlords and not with war criminals, which is why Putin has no place at this table,"" Merz said. #cdnpoli",,,,5,21,75,3,2025-06-17T22:47:04Z,NA,NA,NA,,,,,
at://did:plc:33bkmuormxtilibr7ijudjkk/app.bsky.feed.post/3lrtkzdzlop22,bafyreiahdtv6r6iokht5jwdgcgi7uw5mczp5w75mgtdnpousil3az3qnv4,donnadon.ca,Don Nadon,"The Convoy dummies are gonna ruin this, aren't they

#cdnpoli #ottawa #onpoli",,,,0,1,2,0,2025-06-17T22:43:44Z,NA,NA,NA,,,,,
at://did:plc:4ownlsrdmnvwgzmcdi2bof6s/app.bsky.feed.post/3lrtkyattsk2p,bafyreif6wyonixszedu6crw5nwfy6mak6cpa54c2wjfbj72r2qgrq65fgm,peipolitical.bsky.social,PEIPolitical 🇨🇦,Prime Minister Carney thinks Trump is f*cked in his head as he’s talking about nonsense! #cdnpoli,,,,5,9,26,1,2025-06-17T22:43:08Z,NA,NA,NA,,,,,
at://did:plc:7a5hu5sq23yuwmvmfiodewrr/app.bsky.feed.post/3lrtku5lbtk2x,bafyreigvxzwju7stwhwegmvdoi2llpmyrbgjj2dlnue2czdtwevssmhw3y,mouthfulofcavities.bsky.social,shane,"glad to see canada isn't pulling support for ukraine... which is what pp and the cons campaigned on. instead we are solidifying our commitment. 

#cdnpoli #g7 #ukraine 
www.cbc.ca/news/politic...",,,,0,0,0,0,2025-06-17T22:40:51Z,NA,NA,NA,,,,,
at://did:plc:4ownlsrdmnvwgzmcdi2bof6s/app.bsky.feed.post/3lrtkr2so6s2p,bafyreida54iceqw57wd36apuaifbwupyuadzohrpse76ffwtyrqzdnvakm,peipolitical.bsky.social,PEIPolitical 🇨🇦,"G7+ Family Photo
Plus Ukraine, India, Mexico, Australia, Brazil, South Korea, South Africa, NATO, EU and UN.
Bessent represents US. #cdnpoli",,,,5,7,40,1,2025-06-17T22:39:06Z,NA,NA,NA,,,,,
at://did:plc:lyvztfv2xp5su33ype2ddqgk/app.bsky.feed.post/3lrtknter722t,bafyreidnfv3yycactkyh2yz5et6y7y57xiuqe3raqtceew65v3i7f4urqy,bibliophile99.bsky.social,Serena,#cdnpoli #g7,,,,0,0,1,0,2025-06-17T22:37:17Z,NA,NA,at://did:plc:3l6h5tayy6vycige2igmorv4/app.bsky.feed.post/3lrsnolsvg22t,,,,,
at://did:plc:7lk2ea67pioh2e7tqj5n7whh/app.bsky.feed.post/3lrtkkzb3u22o,bafyreidq4mdstazz7tekrnzrm4mvmje4x24blof2bq6gs6ipmjpds4f5ga,samspade1941.bsky.social,Samuel Spade,"Hmmm

I wonder where Trump's phones will be made?

C
H
I
N
A

LOL

#uspol #cdnpoli #ukpol #auspol",,,,0,0,4,0,2025-06-17T22:35:42Z,NA,NA,NA,,,,,
at://did:plc:oxcn7lxuaig2ey3rmx7a66hc/app.bsky.feed.post/3lrtkkydtdc2o,bafyreignfcooi7bvscmuj5gtxr7d2ibicsfgtji5vuuo6uxafrhsjk4t5i,justginottawa.bsky.social,It's G,"The annual COP event, especially in light of this 👇 is basically a government funded oil and gas trade show. It has been for a while now #cdnpoli",,,,0,0,1,0,2025-06-17T22:35:42Z,NA,NA,at://did:plc:23pra4bnyoubm7axyrsmtnvt/app.bsky.feed.post/3lrteretwfs25,,,,,
at://did:plc:4ownlsrdmnvwgzmcdi2bof6s/app.bsky.feed.post/3lrtkilzyns2p,bafyreib6conm3rh4lrzrrg3vmsowjaftwrcjj4w3yfqv2b7igl6kgrx4z4,peipolitical.bsky.social,PEIPolitical 🇨🇦,"Damien C. Kurek
Today I am resigning my seat in the House of Commons so that a by-election can be called as soon as possible to allow for our Conservative Party Leader, Pierre Poilievre, to run in Battle River-Crowfoot and earn a seat in the House of Commons. #cdnpoli",,,,18,1,9,4,2025-06-17T22:34:25Z,NA,NA,NA,,,,,
at://did:plc:mwagtmvsxuqlgte5iqk3fndm/app.bsky.feed.post/3lrtkgg3zgc2t,bafyreie6ip6kv3j2dfex6sgz7wfhh7lse6wgqeag76pasifnjbgigtxwsm,lalegault.bsky.social,LA Legault 🍁,"The Governor General is Indigenous, there is no way she signs off on C5, right? #cdnpoli",,,,3,0,8,0,2025-06-17T22:33:09Z,NA,NA,NA,,,,,
at://did:plc:gyexgu2hdddds3fryr5l3vrs/app.bsky.feed.post/3lrtkdybl3k2s,bafyreicxofydkllpxpb2q7v6t26nalrv77qwp3kmklk3hmouqe6zwinpl4,cathylenair.bsky.social,Catherine McNair,"While ICE Rounds Up Migrants, Canada Ramps Up Co-operation With U.S. www.readthemaple.com/while-ice-ro... #CdnPoli",,,,1,0,1,1,2025-06-17T22:31:49Z,NA,NA,NA,,,,,
at://did:plc:eaeuyrvdlqvjgznelgcdimct/app.bsky.feed.post/3lrtkbadm7k2w,bafyreigjaoczdospwtwrkkqhi52ogieqxpd6ra3z5orqtzfiozfjxd4xq4,madhat59kenwood.bsky.social,Ken Wood part owner of 🇨🇦,Exactly. Also utilizing 🇨🇦 steel! #cdnpoli #bcpoli,,,,0,0,0,0,2025-06-17T22:30:15Z,NA,NA,at://did:plc:4mlq2fe6prrpdjcnbitpiqhm/app.bsky.feed.post/3lrtiqhngsc2z,,,,,
at://did:plc:4ownlsrdmnvwgzmcdi2bof6s/app.bsky.feed.post/3lrtk75x6rc2p,bafyreid3loeyfguhdgsetr4ksoq226nfl4unaki3aswyct5tz3bpg4oxs4,peipolitical.bsky.social,PEIPolitical 🇨🇦,"Dean Blundell - Carney put Zelensky in Trump’s G7 Seat after Trump bailed. 👍
Power. Move. #cdnpoli @deanblundell.bsky.social",,,,2,6,47,0,2025-06-17T22:29:08Z,NA,NA,NA,,,,,
at://did:plc:eklmojpayzu5jo3yjh3m26ef/app.bsky.feed.post/3lrtk2pgjec2t,bafyreihneod4zd27hw5wvb3whol7fvnv3ywznyqt2bmvuzj3rlgvz44pzy,novascotialive.bsky.social,🇨🇦NovaScotiaLive🇨🇦,"Gee, that’s too bad. #cdnpoli

www.ctvnews.ca/politics/art...",,,,1,0,0,0,2025-06-17T22:26:40Z,NA,NA,NA,,,,,
at://did:plc:x2fori67bggzcj2a6c7sj6ur/app.bsky.feed.post/3lrtk2nnoys2w,bafyreiaimq6z5i7cicdewigts5empcvxohu4alyovpachfkmvrhfovcyma,jimmydp01.bsky.social,James David Payne,"#Ableg #Cdnpoli 
#Gaza #Palestine",,,,0,0,0,0,2025-06-17T22:26:33Z,NA,NA,at://did:plc:dollpxkhuuxwkhraj5dxcr2q/app.bsky.feed.post/3lrt3aia74h2s,,,,,
at://did:plc:x2fori67bggzcj2a6c7sj6ur/app.bsky.feed.post/3lrtjzz6qyk2w,bafyreif3qnsbg6dnqfcdebz2tnkxc6ziqglqgss5uulkeagbj6c74tdrky,jimmydp01.bsky.social,James David Payne,"#Ableg #Cdnpoli 
#Gaza #Palestine",,,,0,0,0,0,2025-06-17T22:26:12Z,NA,NA,at://did:plc:am76ptemaw3eordgfoyrwepi/app.bsky.feed.post/3lrt4sqbrse2p,,,,,
at://did:plc:4ownlsrdmnvwgzmcdi2bof6s/app.bsky.feed.post/3lrtjyvdxq22p,bafyreiheyeizo2dghxilcr57hdcjv5si3rxadtpgiizaycw3rfeb5xiipe,peipolitical.bsky.social,PEIPolitical 🇨🇦,"Trump threatens to assassinate Iran's leader, as his domestic authoritarian crackdown reaches new extremes. #cdnpoli 
www.narativ.org/p/trump-thre...",,,,0,2,6,1,2025-06-17T22:25:37Z,NA,NA,NA,,,,,
at://did:plc:x2fori67bggzcj2a6c7sj6ur/app.bsky.feed.post/3lrtjxz572k2w,bafyreiad2y4zsl2vzkzifyrjnd6ffbrmjclkoybpcamsbw7n5kqawi5pqm,jimmydp01.bsky.social,James David Payne,"Compassion:  #elbowsup 

For the good People of Gaza Palestine who are facing the unfathomable. 

Have a ❤️ and support generously to a free medical clinic providing essential services at this new medical emergency point;

#Ableg #Cdnpoli 
#Gaza #Palestine 

 www.gofundme.com/f/support-dr...",,,,0,0,0,0,2025-06-17T22:25:05Z,NA,NA,NA,,,,,
at://did:plc:x2fori67bggzcj2a6c7sj6ur/app.bsky.feed.post/3lrtjxtr2bc2w,bafyreibg3hvb34ic7gfcot6s65yyktizrlvtapdpoau42oxkp52p4dwo24,jimmydp01.bsky.social,James David Payne,"#Ableg #Cdnpoli 
#Gaza #Palestine",,,,0,0,0,0,2025-06-17T22:24:59Z,NA,NA,at://did:plc:am76ptemaw3eordgfoyrwepi/app.bsky.feed.post/3lrtdjgurza23,,,,,
at://did:plc:x2fori67bggzcj2a6c7sj6ur/app.bsky.feed.post/3lrtjxftndk2w,bafyreihujwnxyk3dicvk6n4fdluz37mspucv5w5wghwilyom6f4k2yxwc4,jimmydp01.bsky.social,James David Payne,"#Ableg #Cdnpoli 
#Gaza #Palestine",,,,0,0,0,0,2025-06-17T22:24:44Z,NA,NA,at://did:plc:am76ptemaw3eordgfoyrwepi/app.bsky.feed.post/3lrtdsewrl62s,,,,,
at://did:plc:pizr3tyqsxwuxprk3pvx2yv3/app.bsky.feed.post/3lrtjwbdkgk2f,bafyreidhyyxifg4jqzxo3p6g5lmo6azta4p7fxjxx4qbaagm6zjledrglm,canuck666.bsky.social,Max,"/5 So what happens if a Democrat wins in 2028 & decides to scrap the project ASAP?
Who's returning the US taxpayer $ that got pi$$ed down the drain?
Orange boy clearly has not thunk this through! 
That's assuming he can think and not doze off!
#cdnpoli",,,,0,0,1,0,2025-06-17T22:24:06Z,at://did:plc:pizr3tyqsxwuxprk3pvx2yv3/app.bsky.feed.post/3lrtjukt27k2f,at://did:plc:fuak6asmyzr6r34f6er6z4ju/app.bsky.feed.post/3lrtgjlncbk24,NA,,,,,
at://did:plc:mwagtmvsxuqlgte5iqk3fndm/app.bsky.feed.post/3lrtjpdbro22t,bafyreidglix36kukxg52dfito5nqrxay52ub6ynlsmce3aklxqo7racu7q,lalegault.bsky.social,LA Legault 🍁,"Understand when he says “without” doing those things, that Carney’s bill in its current form, *IS* doing those things.
#cdnpoli",,,,2,2,6,0,2025-06-17T22:20:14Z,NA,NA,at://did:plc:gn3jcqukhjkzvfoyuymof7hl/app.bsky.feed.post/3lrr2i6jyec2o,,,,,
at://did:plc:ekew4wtc2m4ctroumek7kr4l/app.bsky.feed.post/3lrtjljdnis2g,bafyreigqukm4evsp4xilohpwzbo2zcclvqnkakpb4x6ghjc463sf7oruji,schmutzie.com,Schmutzie,I just wrote a  letter to the Senate to try to stop them from rubber-stamping Carney’s “Polluters First” Bill without adequate time for affected parties to study it. Use the provided letter or write your own here: actionnetwork.org/letters/sena... #CdnPoli,,,,1,1,1,0,2025-06-17T22:18:08Z,NA,NA,NA,,,,,
at://did:plc:ls2s4fp35rzymeiwnom4wfye/app.bsky.feed.post/3lrtjftpo422g,bafyreidsjepdkw5wzxvjglb2p2ulknroq7qjgqyrfh6lxjobugulz2zq2u,windspeaker.bsky.social,Windspeaker.com,"“We want to stand with all other Canadians… but the words that are meant to be inclusive of #Inuit, or of #Indigenous peoples broadly, seems like they’re just thrown around... they have incredibly deep meaning..
""And that’s where, I think, we are running afoul of our shared intent.”
#cdnpoli #BillC5",,,,0,0,1,0,2025-06-17T22:15:05Z,NA,NA,NA,,,,,
at://did:plc:yvf6aczzjmcu5xyf4oomtnv6/app.bsky.feed.post/3lrtjbj5vak2n,bafyreigxbyjxxawxsf4yh7twgcaiuzcj6577df5lzud2np7kn4khjkrsqu,howardbreen.bsky.social,Howard Breen He/Him,"Wildfires in B.C. are now burning faster than they can grow! Their emissions are not calculated into the national carbon budget. Blame petro-fascism. 
#Cdnpoli  #BCpoli  #MarkCarney  #ProsecuteEcocide #DavidEby #BC #Wildfires www.castanet.net/news/BC/5566...",,,,0,0,2,1,2025-06-17T22:12:32Z,NA,NA,NA,,,,,
at://did:plc:pmf3olbwyqwhvbr7ejyfsigk/app.bsky.feed.post/3lrtjitcd2k2b,bafyreicycnjsq23c6zxmu6r2h56any5doys5zowy3hupxpeaqxeflblitu,jackiebigford.bsky.social,Jackie Bigford (JackiesBuzz) 🍁 🇨🇦,"I will repeat what I have said, I am so proud of Canada's Prime Minister Mark Carney & our support of President Volodymyr Zelenskyy & the brave people of Ukraine 🇺🇦 

Canada has the 2nd largest Ukrainian diaspora in the world, after only Ukraine itself #SlavaUkraini

#G7Summit #G7 #cdnpoli 🇨🇦",,,,1,1,4,0,2025-06-17T22:09:25Z,NA,NA,at://did:plc:nb6uhiglzowsdcbgwv2itwa7/app.bsky.feed.post/3lrtdbxdguc26,,,,,
at://did:plc:4xqt7t2zph634drigtdxdmro/app.bsky.feed.post/3lrtj336ams22,bafyreihlwqsh36ipvyqoflzxspojtehz453gtyxdovxwiyybsqsnpeadke,journodale.bsky.social,Dale Smith,#QP Recap: Gas-powered nonsense #cdnpoli,,,,1,2,2,0,2025-06-17T22:08:54Z,NA,NA,NA,,,,,
at://did:plc:p66il3o4r2fitk4in4uehfiy/app.bsky.feed.post/3lrtisa5cec2b,bafyreidgqzf2v4adi4rtlarrsixlrki35kjg7gsqezhdpap27u43wgsqrq,tkocyla.bsky.social,Fuddle Duddle 🦫 ℕ𝕖𝕧𝕖𝕣 𝟝𝟙,"Interesting take from a friend who's 92yr old dad lives in a seniors home. PM Carney shut down Trump like the staff there deal with dementia residents.
So when will the media report what the other G7 leaders know? Trump clearly has serious mental cognitive impairment.
#cdnpoli #uspoli #G7",,,,0,0,2,0,2025-06-17T22:03:59Z,NA,NA,NA,,,,,
at://did:plc:aoy54lmno5k2deofeptqzxhg/app.bsky.feed.post/3lrtiflfjdc2k,bafyreiabhr2l7zkzxvagmv47zulydaukr644aj6kcxerwppseow6pwgwu4,realmatthopkins.bsky.social,RealMattHopkins,"This is what the Nazis did in rounding up political dissidents. You quite literally can't tell who is or isn't legitimately law enforcement in the United States. Canadians should stay far, far away. #cdnpoli #ElbowsUp",,,,0,2,4,0,2025-06-17T21:56:53Z,NA,NA,at://did:plc:xgiwtxbtt6xc7low5vdz7dq4/app.bsky.feed.post/3lrrirl7sbk2y,,,,,
at://did:plc:pedpziwws5vkocuq76mokn7c/app.bsky.feed.post/3lrti2x7rlc2g,bafyreici3u4jr7gfksf2dshzynax7uaiyf364ebi3u23tkc53otfh5mwoy,deepgreendesign.bsky.social,Harold Coxeter is my math hero 🪷,#CdnPoli ~ #Trans #LGBT+,,,,0,0,0,0,2025-06-17T21:50:57Z,NA,NA,at://did:plc:rryddwstyl3hsiw2yw544ynk/app.bsky.feed.post/3lrst3cl6hv2d,,,,,
at://did:plc:rsvzkqxa2xdojwmjljqzs4ik/app.bsky.feed.post/3lrthzjrrb22e,bafyreifkpxsud3kysszb2bjbqasiguofu7qjo7aykunv66vxhpi66nuqle,thebreakdownab.bsky.social,The Breakdown AB,"“U.S. President Donald Trump says Canada will soon pay a lot of money in tariffs if it cannot reach a speedy trade deal, and faces a $71 billion entry fee to join the “Golden Dome” missile defence project”

#abpoli #ableg #cdnpoli 

www.thestar.com/politics/fed...",,,,27,6,17,7,2025-06-17T21:50:10Z,NA,NA,NA,,,,,
at://did:plc:ebnpvh2qn74h56bqgsus4fur/app.bsky.feed.post/3lrthxp73ys2v,bafyreibzgqlwvjn4h67ln2mxb3k37hxtyu2zbh6fzc35aid3uunr6cftge,christyceeck.bsky.social,My IRL friends call me Chris,"""Certainly there was good reason for the G6 to meet – mostly to consider how to deal with Mr. Trump.""

#CdnPoli",,,,0,2,10,0,2025-06-17T21:49:10Z,NA,NA,NA,,,,,
at://did:plc:q2pe2753p53fdhrnt2ylsnhr/app.bsky.feed.post/3lrthvhpoqc2w,bafyreici4bbrjjj2y2ipahuv5uky6xdk5c4oinpohb6fwl2gcg6wqm52i4,jamieb1000.bsky.social,Jamie,"nationalpost.com/news/canada/...

Canadians still waiting longer for surgeries than before COVID

#Canada #cdnpoli #canpoli #surgery #longer #wait #times #health #Healthcare #COVID19      
#COVID #health #healthcare",,,,0,0,1,0,2025-06-17T21:47:55Z,NA,NA,NA,,,,,
at://did:plc:ypgwhkzikbsshuzywg26z7fo/app.bsky.feed.post/3lrthu3yaj22r,bafyreibevxa5k7p72stgn4d6n52la447dc4h2latc667mbj2mvkjvyn3i4,goodie-fx.bsky.social,Canada's Border Czar,"""We want all these things, but not at the expense of our rights. And not at the expense of our children's future.""

Nishnawbe Aski Nation Grand Chief Alvin Fiddler speaks out against Bill C-5, telling the federal government they will not recognize it in their territories. #cdnpoli",,,,0,6,10,0,2025-06-17T21:47:09Z,NA,NA,NA,,,,,
at://did:plc:7clmz2hekkwvdy5xwo5vqtk2/app.bsky.feed.post/3lrthqwkptp2e,bafyreidhjco43ctecyfxevohf55bby75626xhynsjcon7pgbd3ggjjhkkq,savethecbc.bsky.social,Save the CBC 🇨🇦✌️,"Trump, a convicted felon, shows up at the G7 ranting about “security at the Canadian border.” You really can’t make this up.

Thankfully, CBC cuts through the noise with facts.

Defend the truth.
Defend the CBC.

#SaveTheCBC #G7Summit #NoMAGAinCanada #PublicBroadcasting #CdnPoli",,,,1,11,27,0,2025-06-17T21:45:20Z,NA,NA,NA,,,,,
at://did:plc:q2pe2753p53fdhrnt2ylsnhr/app.bsky.feed.post/3lrthoakbws2w,bafyreickby3oms42rii4v656623btvk4figftzyubxtpxsfvxutsjvu4me,jamieb1000.bsky.social,Jamie,"www.ctvnews.ca/climate-and-...

Study finds planetary waves linked to wild summer weather have tripled since 1950

#Canada #weather #environment #planetary
#waves #wild #summer #cdnpoli #canpoli",,,,0,1,2,0,2025-06-17T21:43:52Z,NA,NA,NA,,,,,
at://did:plc:cbebve33hsukwtl345tr7wdi/app.bsky.feed.post/3lrthnewlmk2e,bafyreid4gi3xfo5ehrtrymlutsahmtogfxgzy2gjdxu4x7lnok534b5byq,donbraid.bsky.social,Don Braid,"A G7 summit that did Canada credit - and made Alberta look gorgeous. Column.
calgaryherald.com/news/g7-summ... #abpoli #cdnpoli #ableg #Carney #G7Summit #Trump",,,,2,1,5,0,2025-06-17T21:43:24Z,NA,NA,NA,,,,,
at://did:plc:ozwyeayssrmlwhtxcjzdtxgf/app.bsky.feed.post/3lrthjftbd22f,bafyreibtdvxpilk3bgitxnyssvrdrbjcsfecyjps54fhivwuntp7sc7kce,chezer59.bsky.social,,"Trump is in full support of Israel’s attack on Iran. He just hasn’t told the World, Congress or the American people. #uspoli #cdnpoli",,,,0,0,0,0,2025-06-17T21:41:08Z,NA,NA,at://did:plc:b3nlsopwvdn246ccpxctzsw4/app.bsky.feed.post/3lrtcnxaj552z,,,,,
at://did:plc:ifi6xqgbojwquosnkvzx3gna/app.bsky.feed.post/3lrthfu6gg22v,bafyreierymfu6xctwl5bhz2baop26jwcgf6nn4enmd5ijax4eb3tvylbka,leftcoasttreefrog.bsky.social,Left Coast Tree Frog 🕊️,"G7 vows collaboration to combat growing wildfire scourge.
Kananaskis Wildfire Charter statement released on last day of 2025 G7 summit.
#cdnpoli
calgaryherald.com/news/local-n...",,,,0,1,2,0,2025-06-17T21:39:10Z,NA,NA,NA,,,,,
