uri,cid,author_handle,author_name,text,author_data,post_data,embed_data,reply_count,repost_count,like_count,quote_count,bookmark_count,indexed_at,created_at,in_reply_to,in_reply_root,quotes,tags,mentions,links,langs,labels
at://did:plc:4ownlsrdmnvwgzmcdi2bof6s/app.bsky.feed.post/3mv3niknahc2e,bafyreidyygkly4bbuvraexpjz6mg2mabgxywmkzono4bhmwvzd7ubvgeoa,peipolitical.bsky.social,PEIPolitical 🇨🇦,"A substantial portion of this nation remains emotionally tethered to one of the single most reprehensible human beings on the planet, despite a decade of prolific lawlessness and unrepentant moral filth.
His ineptitude, narcissism, predation, and criminality....
substack.com/@johnpavlovi... #cdnpoli",,,,2,6,8,0,0,2026-09-09T13:31:08Z,2026-09-09T13:31:06Z,NA,NA,NA,,,,,
at://did:plc:re7tflvczjceanwkco2bseqb/app.bsky.feed.post/3mv3ni45ph224,bafyreidmgf5gnq2osbqk6arzxhehoaymdbvs2nzfddprlmcuinqeensffy,bella-andme.bsky.social,Sherry Lee,"Someone I know professionally told me this tale. He & his family decided to go over the Howe bridge to do some Costco shopping (holy jeebus 🙄). He expressed shock & anger that he was detained on the U.S. side for 2 hours & had his phone checked.

Smart people aren't always intelligent.

#cdnpoli",,,,0,0,1,0,0,2026-09-09T13:30:51Z,2026-09-09T13:30:51Z,NA,NA,NA,,,,,
at://did:plc:h2spa3l463coxycuy6iiov2l/app.bsky.feed.post/3mv3nh6qch22m,bafyreighgyhadt32f3zahabtuljvjvfzclicbowe3xsjssafqwgm4tq2su,shewandersferal.bsky.social,Allison Moon 🌙  🍁,🍁 #CANpoli 🍁 #CDNpoli 🍁  #CanadaSky 🌌 #Canadiana,,,,0,1,1,0,0,2026-09-09T13:30:21Z,2026-09-09T13:30:20Z,at://did:plc:zprmeweca5jvv627el6kqccw/app.bsky.feed.post/3mv3m6ysfl22d,at://did:plc:zprmeweca5jvv627el6kqccw/app.bsky.feed.post/3mv3m6ysfl22d,at://did:plc:h2spa3l463coxycuy6iiov2l/app.bsky.feed.post/3mv3nf6mqzs2m,,,,,
at://did:plc:c4yx242no4vrhoojneii42od/app.bsky.feed.post/3mv3n3tdt4k23,bafyreiavhgbakf7sm53ot7dyporppwjtt5a5svlsr5qcnnckuhvbol5jtm,sierraclubcanada.bsky.social,Sierra Club Canada,"Join us at a special trivia night at the Co-op Bar Milton-Parc in Montreal where you can test your knowledge on the issues of #Nature, #Justice, and #Democracy: www.sierraclub.ca/action-item/...

Check out The Environment in Canada Podcast in advance for question research. #SierraClubCanada #CDNpoli",,,,0,0,1,0,0,2026-09-09T13:24:03Z,2026-09-09T13:23:59Z,NA,NA,NA,,,,,
at://did:plc:ig3h3rzymmjmvhl4cbpvmefw/app.bsky.feed.post/3mv3mygjz5k22,bafyreickpeyijkm3aujsxyxjqkrkj47kl74jjf7ck3skbhfnejenadg4bm,europeanbeaver.bsky.social,NA,"#cdnpoli I truly hope #agentorange destroys the #USA #FuckTheUSA 
www.youtube.com/watch?v=Xg7O...",,,,0,0,1,1,0,2026-09-09T13:22:07Z,2026-09-09T13:22:05Z,NA,NA,NA,,,,,
at://did:plc:4ownlsrdmnvwgzmcdi2bof6s/app.bsky.feed.post/3mv3my6bq4k22,bafyreifzukkpjzagybxrqgcvbfwukehucrhdbwmzvdgoxodbvvzwjinvpa,peipolitical.bsky.social,PEIPolitical 🇨🇦,"They know they are hopelessly underwater on the economy, on ICE, on Iran, on Gaza, on climate change, on foreign policy, on human rights, on healthcare.
substack.com/@johnpavlovi... #cdnpoli",,,,0,4,9,0,0,2026-09-09T13:21:58Z,2026-09-09T13:21:56Z,NA,NA,NA,,,,,
at://did:plc:ed63zp3ko7gvx6cfpxko45mo/app.bsky.feed.post/3mv3mpi3wp226,bafyreiaae3taurn7tsmddcpkeshwgodzelvo5jmc42b7t36mww6ns5r5gy,heathermoandco.bsky.social,Heather e^-1/x^2,"Canada needs the civilized world to step up. The Trump regime is a malignant autocratic cancer on the free world. It is seeking to break 🇨🇦, as 🇷🇺 sought to break #Ukraine before Russian military invasions. Wherever you are in the world, help us by buying Canadian where possible #ChooseCanada #cdnpoli",,,,2,15,39,1,0,2026-09-09T13:17:08Z,2026-09-09T13:17:04Z,NA,NA,NA,,,,,
at://did:plc:643nfj64adt3sd6lil4l4eqt/app.bsky.feed.post/3mv3mjwwtks2l,bafyreidcurf3lxexjamxczqph7bwoji3au6o2agu27nuzl7p7qsea537qa,deanbeeby.bsky.social,Dean Beeby,"New from me, for the IJF: RCMP still can't sell used patrol cars, though it's costing them millions
 theijf.org/article/rcmp... #cdnfoi #cdnpoli #rcmp",,,,0,0,0,0,0,2026-09-09T13:14:06Z,2026-09-09T13:13:59Z,NA,NA,NA,,,,,
at://did:plc:vp7jssxwj3mbcuisc5f3gest/app.bsky.feed.post/3mv3mi2o7qk2x,bafyreif36j5uq6hcck6mx5wd3qiniz54376hjlqo3bfeexk45n2ebl6rgq,kengray20.bsky.social,Ken Gray (Ottawa's Bulldog Website),The Prime Minister’s Official Economic Statement bulldogottawa.com/the-prime-mi... #ottawa #ottnews #ottcity #cdnpoli,,,,0,0,0,0,0,2026-09-09T13:12:56Z,2026-09-09T13:12:55Z,NA,NA,NA,,,,,
at://did:plc:re7tflvczjceanwkco2bseqb/app.bsky.feed.post/3mv3mdgmkbk2l,bafyreiakt4orqduf6d5xb3of5bhkcivhadpvwarcnjp4p2rvwipagj633e,bella-andme.bsky.social,Sherry Lee,"Must have been Jamil Jivani.

#cdnpoli",,,,1,0,6,0,0,2026-09-09T13:10:20Z,2026-09-09T13:10:20Z,NA,NA,at://did:plc:mfrcz3kv7bsth54bkyrridp5/app.bsky.feed.post/3mv3kptv2pk22,,,,,
at://did:plc:4ownlsrdmnvwgzmcdi2bof6s/app.bsky.feed.post/3mv3mafnamc2s,bafyreidosxxax2npcdbxeppaq7tzyzaejhetqat5qfo3e6lh7olmzrfpy4,peipolitical.bsky.social,PEIPolitical 🇨🇦,"It was Clarence Darrow who once said:
""I've never wished a man dead, but I have read some obituaries with great pleasure.” #cdnpoli",,,,5,7,20,0,0,2026-09-09T13:08:39Z,2026-09-09T13:08:38Z,NA,NA,NA,,,,,
at://did:plc:djbvkp2oxeffqyghf6ber2xs/app.bsky.feed.post/3mv3m6ke7js2i,bafyreiazvhn273u7b445m7l2bfcensbkuswrsptvn2olb6mbv67nfazzq4,calculatedchaos.ca,CauseBurn,BOYCOTT SAPPORO IN CANADA! BAN SAPPORO FROM OUR SHELVES! #cdnpoli #tariffs #uspoli #sapporo #beer #boycott #canada,,,,0,0,3,0,0,2026-09-09T13:07:43Z,2026-09-09T13:07:36Z,NA,NA,NA,,,,,
at://did:plc:rlcoxketrj26yu5hgn3izwaz/app.bsky.feed.post/3mv3m3pzhms2k,bafyreia6fem6ptaivefvm2aqeyjfwo5mms6lxygpqqmurayxd5a6xpdsbe,janfromthebruce.bsky.social,JanFromTheBruce 🍁,"Every day I am going to post this (permission from Del Schilling).

Will you join me?

Over 5700+ Missing & Murdered Indigenous Women & Girls

#MMIWG #cdnpoli",,,,1,22,30,1,0,2026-09-09T13:06:04Z,2026-09-09T13:06:02Z,NA,NA,NA,,,,,
at://did:plc:4ownlsrdmnvwgzmcdi2bof6s/app.bsky.feed.post/3mv3m2xpe7k2e,bafyreiay7ilng3urjalwujgadscad2nsllqcm2ibehsd6orjr6woijxiia,peipolitical.bsky.social,PEIPolitical 🇨🇦,"Never forget ""THE RAPIST""
Donald Trump is a Rapist. His Followers Can Never Be Forgiven For Supporting Him.
johnpavlovitz.substack.com/p/donald-tru... #cdnpoli",,,,0,8,24,0,0,2026-09-09T13:05:38Z,2026-09-09T13:05:36Z,NA,NA,NA,,,,,
at://did:plc:ag3tkm54msgpeoelnuiheq25/app.bsky.feed.post/3mv3lynu46s2j,bafyreidqil4y2ehcml62yhsshqf3xiouugof42vksevp7fdiisdfx7ceji,energy-girl.bsky.social,So Over the Conservatives 🇨🇦🍁,"We got our ballot packages. 🔥

YES to Canada 🍁🇨🇦🇨🇦

NO to Smith’s infantile, racist, taxpayer dollar wasting NINE!

#FuckTheUCP
#Abpoli
#SmithIsATraitor
#Cdnpoli
#Ableg",,,,1,7,17,0,0,2026-09-09T13:04:24Z,2026-09-09T13:04:19Z,NA,NA,NA,,,,,
at://did:plc:42d3ygndtzzh2hzltcdqarw2/app.bsky.feed.post/3mv3lxwca622l,bafyreicokos2npxsmzkww4e5okmtudijto5purl6c2ypr2mktsilu6hzp4,megs.bsky.social,Megs 🇨🇦🏳️‍⚧️⚓,"Let this sink in: Toronto mayoral candidate Chris Alexander is on the record stating that, as mayor of Canada's largest city, he would partner with the state of Israel to allow them to provide intelligence to target people he doesn't like. In Toronto. In Canada. Against Canadian citizens. #cdnpoli",,,,3,0,2,0,0,2026-09-09T13:03:56Z,2026-09-09T13:03:54Z,NA,NA,NA,,,,,
at://did:plc:4ownlsrdmnvwgzmcdi2bof6s/app.bsky.feed.post/3mv3luwoaak2s,bafyreibjr63zrsrv2ppn4zcvsfdgpnjztgrivqalfnv45ly3hkwry7qygm,peipolitical.bsky.social,PEIPolitical 🇨🇦,"You all finally put Canada and all of us woke Liberals in our places.
I mean sure you can barely afford groceries at this point.
There’s a high likelihood that what you eat will kill you, shred your stomach lining, or leave you with explosive diarrhea. Get a 2nd mortgage to pay for the doc #cdnpoli",,,,1,6,17,0,0,2026-09-09T13:02:16Z,2026-09-09T13:02:14Z,NA,NA,NA,,,,,
at://did:plc:deej5pakczvmljahhvrridlp/app.bsky.feed.post/3mv3lutk54k2i,bafyreicz42cwair4ivgej2fbbtk3hucqth6rnwneou4r645itjqbjiph7u,pat112.bsky.social,Pat,"Ukraine has been trying to bring the war to Russia. More Russians are beginning to feel it

Both Canada & Ukraine are in the position of having to inflict pain on a lawless, predatory,  back stabbing neighbour 

#Cdnpoli #Uspoli  #Ukraine #Russia 
www.cbc.ca/news/world/u...",,,,0,0,2,0,0,2026-09-09T13:02:14Z,2026-09-09T13:02:10Z,NA,NA,NA,,,,,
at://did:plc:abt5tpb7lqr7vopkrkwfswwq/app.bsky.feed.post/3mv3ltc5fyr2i,bafyreigfx6magpbnin5iutydha455dwm5i7kl2iasa7vufflzw5jevh6pq,canadareport.org,Canada Report,"Mundo announces $24 million USD to help tackle AI’s “next frontier”

Canada’s fastest news scan: 25+ headlines, no clutter, updated all day: CanadaReport.org

#cdnpoli #Canada #News #Tech #AI 
Read Original Article 🔗",,,,0,0,0,0,0,2026-09-09T13:01:19Z,NA,NA,NA,NA,,,,,
at://did:plc:qyxbqfambstrsawtfofn3p5h/app.bsky.feed.post/3mv3lh6xrec2h,bafyreify22k44me2fo2nkqvnqo2o2azzvb7ong726xnzoehpnelvqmkmdq,just-call-me-boo.bsky.social,Boo 🇨🇦,#CanadaStrong #Canada #ViveLeCanada #Cdnpoli #NewZealand,,,,0,1,4,0,0,2026-09-09T12:54:33Z,2026-09-09T12:54:33Z,NA,NA,at://did:plc:3l6h5tayy6vycige2igmorv4/app.bsky.feed.post/3mv25qy7ovc2k,,,,,
at://did:plc:deej5pakczvmljahhvrridlp/app.bsky.feed.post/3mv3lfzighc2i,bafyreieurpreoz44qo7pdppx2uem4jg3gxrkefylfjvrhp4kcmgbura64e,pat112.bsky.social,Pat," Major energy players also contributed heavily to Trump’s inauguration fund, with companies like Chevron giving $2 million and ExxonMobil and Occidental Petroleum each donating $1 million

Fossil fueled mass murder, war crimes  and terrorism 

#Cdnpoli #Uspoli 
www.cbc.ca/news/world/i...",,,,0,0,0,0,0,2026-09-09T12:53:56Z,2026-09-09T12:53:53Z,NA,NA,NA,,,,,
at://did:plc:qyxbqfambstrsawtfofn3p5h/app.bsky.feed.post/3mv3lcoj6j22h,bafyreidvhrrxcl3natuflz56gtmx43xyn3t23ziuekpfdttphpak5g6oci,just-call-me-boo.bsky.social,Boo 🇨🇦,#BuyCanadian #Canada #ViveLeCanada #ShopCanadian #Cdnpoli,,,,0,1,1,0,0,2026-09-09T12:52:02Z,2026-09-09T12:52:01Z,NA,NA,at://did:plc:fc2lcla5v53m5lhtahfhclij/app.bsky.feed.post/3muzxgiziey2c,,,,,
at://did:plc:e2gatef4rgurutqokoorvrpa/app.bsky.feed.post/3mv3lalapm22k,bafyreicjdtb5rwmocsdizpkfwyzgcsnsxdz6k7t6aszponqi3r6f5zrsza,karenatsharon.bsky.social,,"Art, and the expression of ideas, should always remain global. While the US crushes ideas, dissent and freedom, let's not become them. Let's welcome new ideas and examine old. Art emerges from adversity. #cdnpoli www.thestar.com/entertainmen...",,,,0,0,0,0,0,2026-09-09T12:50:54Z,2026-09-09T12:50:51Z,NA,NA,NA,,,,,
at://did:plc:4ownlsrdmnvwgzmcdi2bof6s/app.bsky.feed.post/3mv3l6kjvy22s,bafyreihz6nq2bpl5rtjueefugekoglhri7ocadbpen6djmidh7fl7mh4qm,peipolitical.bsky.social,PEIPolitical 🇨🇦,"She was there. Leading, being human, showing compassion and comfort.
He wasn't there. Hiding like the true cowardly, draft doging pedophile that he is. #cdnpoli",,,,2,10,41,0,0,2026-09-09T12:49:45Z,2026-09-09T12:49:43Z,NA,NA,NA,,,,,
